"G_Pilot_True",4971,18
"G_Pilot_False",36,5
"G_Not_Sure",4865,105
"CP_Pilot_True",5364,19
"CP_Pilot_False",125,20
"CP_Not_Sure",4383,89
"design",12,0.02
"G_Pilot_True",7480,2
"G_Pilot_False",14,0
"G_Not_Sure",2497,7
"CP_Pilot_True",7544,2
"CP_Pilot_False",125,4
"CP_Not_Sure",2322,3
"design",16,0.02
"G_Pilot_True",7433,0
"G_Pilot_False",18,0
"G_Not_Sure",2545,4
"CP_Pilot_True",7513,0
"CP_Pilot_False",174,0
"CP_Not_Sure",2309,4
"design",18,0.02
"G_Pilot_True",8820,0
"G_Pilot_False",9,0
"G_Not_Sure",1171,0
"CP_Pilot_True",8822,0
"CP_Pilot_False",132,0
"CP_Not_Sure",1046,0
"design",20,0.02
"G_Pilot_True",8824,0
"G_Pilot_False",12,0
"G_Not_Sure",1164,0
"CP_Pilot_True",8827,0
"CP_Pilot_False",157,0
"CP_Not_Sure",1016,0
"design",22,0.02
"G_Pilot_True",1589,235
"G_Pilot_False",50,70
"G_Not_Sure",5852,2204
"CP_Pilot_True",2199,338
"CP_Pilot_False",63,148
"CP_Not_Sure",5229,2023
"design",12,0.04
"G_Pilot_True",3123,62
"G_Pilot_False",48,36
"G_Not_Sure",6202,529
"CP_Pilot_True",3805,83
"CP_Pilot_False",107,77
"CP_Not_Sure",5461,467
"design",16,0.04
"G_Pilot_True",3139,60
"G_Pilot_False",65,16
"G_Not_Sure",6365,355
"CP_Pilot_True",3738,70
"CP_Pilot_False",150,46
"CP_Not_Sure",5681,315
"design",18,0.04
"G_Pilot_True",4850,24
"G_Pilot_False",50,8
"G_Not_Sure",4938,130
"CP_Pilot_True",5225,24
"CP_Pilot_False",140,25
"CP_Not_Sure",4473,113
"design",20,0.04
"G_Pilot_True",4928,13
"G_Pilot_False",41,6
"G_Not_Sure",4919,93
"CP_Pilot_True",5245,15
"CP_Pilot_False",138,16
"CP_Not_Sure",4505,81
"design",22,0.04
"G_Pilot_True",576,296
"G_Pilot_False",43,157
"G_Not_Sure",3898,5030
"CP_Pilot_True",1010,514
"CP_Pilot_False",44,226
"CP_Not_Sure",3463,4743
"design",12,0.06
"G_Pilot_True",1285,167
"G_Pilot_False",57,97
"G_Not_Sure",6281,2113
"CP_Pilot_True",2073,281
"CP_Pilot_False",75,147
"CP_Not_Sure",5475,1949
"design",16,0.06
"G_Pilot_True",1307,140
"G_Pilot_False",52,61
"G_Not_Sure",6744,1696
"CP_Pilot_True",2005,238
"CP_Pilot_False",81,111
"CP_Not_Sure",6017,1548
"design",18,0.06
"G_Pilot_True",2259,95
"G_Pilot_False",41,45
"G_Not_Sure",6626,934
"CP_Pilot_True",3074,150
"CP_Pilot_False",77,93
"CP_Not_Sure",5775,831
"design",20,0.06
"G_Pilot_True",2327,77
"G_Pilot_False",67,47
"G_Not_Sure",6752,730
"CP_Pilot_True",3057,117
"CP_Pilot_False",116,82
"CP_Not_Sure",5973,655
"design",22,0.06
"G_Pilot_True",549,188
"G_Pilot_False",42,154
"G_Not_Sure",5071,3996
"CP_Pilot_True",1158,405
"CP_Pilot_False",45,199
"CP_Not_Sure",4459,3734
"design",16,0.08
"G_Pilot_True",1117,142
"G_Pilot_False",46,87
"G_Not_Sure",6483,2125
"CP_Pilot_True",2026,308
"CP_Pilot_False",58,130
"CP_Not_Sure",5562,1916
"design",20,0.08
"G_Pilot_True",1870,103
"G_Pilot_False",54,49
"G_Not_Sure",6762,1162
"CP_Pilot_True",2863,197
"CP_Pilot_False",78,79
"CP_Not_Sure",5745,1038
"design",24,0.08
"G_Pilot_True",1877,75
"G_Pilot_False",69,38
"G_Not_Sure",6943,998
"CP_Pilot_True",2767,150
"CP_Pilot_False",104,79
"CP_Not_Sure",6018,882
"design",26,0.08
"G_Pilot_True",2673,57
"G_Pilot_False",62,28
"G_Not_Sure",6691,489
"CP_Pilot_True",3466,82
"CP_Pilot_False",130,57
"CP_Not_Sure",5830,435
"design",30,0.08
"G_Pilot_True",518,138
"G_Pilot_False",50,122
"G_Not_Sure",5508,3664
"CP_Pilot_True",1291,406
"CP_Pilot_False",52,173
"CP_Not_Sure",4733,3345
"design",20,0.1
"G_Pilot_True",936,94
"G_Pilot_False",64,86
"G_Not_Sure",6904,1916
"CP_Pilot_True",1887,234
"CP_Pilot_False",80,125
"CP_Not_Sure",5937,1737
"design",26,0.1
"G_Pilot_True",1506,96
"G_Pilot_False",59,54
"G_Not_Sure",7096,1189
"CP_Pilot_True",2526,171
"CP_Pilot_False",95,90
"CP_Not_Sure",6040,1078
"design",30,0.1
"G_Pilot_True",2233,59
"G_Pilot_False",59,43
"G_Not_Sure",6918,688
"CP_Pilot_True",3150,104
"CP_Pilot_False",107,82
"CP_Not_Sure",5953,604
"design",34,0.1
"G_Pilot_True",3025,57
"G_Pilot_False",54,27
"G_Not_Sure",6448,389
"CP_Pilot_True",3692,77
"CP_Pilot_False",120,48
"CP_Not_Sure",5715,348
"design",38,0.1
"G_Pilot_True",266,93
"G_Pilot_False",52,150
"G_Not_Sure",4960,4479
"CP_Pilot_True",786,347
"CP_Pilot_False",56,194
"CP_Not_Sure",4436,4181
"design",22,0.12
"G_Pilot_True",914,103
"G_Pilot_False",59,86
"G_Not_Sure",6833,2005
"CP_Pilot_True",1898,265
"CP_Pilot_False",76,117
"CP_Not_Sure",5832,1812
"design",30,0.12
"G_Pilot_True",1307,97
"G_Pilot_False",59,53
"G_Not_Sure",7189,1295
"CP_Pilot_True",2436,215
"CP_Pilot_False",86,79
"CP_Not_Sure",6033,1151
"design",34,0.12
"G_Pilot_True",2607,74
"G_Pilot_False",35,42
"G_Not_Sure",6591,651
"CP_Pilot_True",3476,111
"CP_Pilot_False",70,71
"CP_Not_Sure",5687,585
"design",40,0.12
"G_Pilot_True",3278,53
"G_Pilot_False",40,22
"G_Not_Sure",6207,400
"CP_Pilot_True",3922,69
"CP_Pilot_False",86,36
"CP_Not_Sure",5517,370
"design",44,0.12
