"G_Pilot_True",71,398
"G_Pilot_False",12,3090
"G_Not_Sure",170,6259
"CP_Pilot_True",33,190
"CP_Pilot_False",136,8928
"CP_Not_Sure",84,629
"design",12,0.02
"G_Pilot_True",80,434
"G_Pilot_False",14,3104
"G_Not_Sure",155,6213
"CP_Pilot_True",36,162
"CP_Pilot_False",135,9015
"CP_Not_Sure",78,574
"design",14,0.02
"G_Pilot_True",87,435
"G_Pilot_False",36,4038
"G_Not_Sure",185,5219
"CP_Pilot_True",18,57
"CP_Pilot_False",235,9360
"CP_Not_Sure",55,275
"design",16,0.02
"G_Pilot_True",103,430
"G_Pilot_False",27,3966
"G_Not_Sure",199,5275
"CP_Pilot_True",28,52
"CP_Pilot_False",230,9358
"CP_Not_Sure",71,261
"design",16,0.02
"G_Pilot_True",108,407
"G_Pilot_False",30,4799
"G_Not_Sure",220,4436
"CP_Pilot_True",12,11
"CP_Pilot_False",309,9524
"CP_Not_Sure",37,107
"design",20,0.02
"G_Pilot_True",58,339
"G_Pilot_False",3,1983
"G_Not_Sure",193,7424
"CP_Pilot_True",122,999
"CP_Pilot_False",49,6944
"CP_Not_Sure",83,1803
"design",12,0.04
"G_Pilot_True",56,370
"G_Pilot_False",4,1975
"G_Not_Sure",151,7444
"CP_Pilot_True",99,921
"CP_Pilot_False",46,7083
"CP_Not_Sure",66,1785
"design",14,0.04
"G_Pilot_True",80,395
"G_Pilot_False",4,2604
"G_Not_Sure",241,6676
"CP_Pilot_True",109,579
"CP_Pilot_False",99,7803
"CP_Not_Sure",117,1293
"design",16,0.04
"G_Pilot_True",91,375
"G_Pilot_False",7,2509
"G_Not_Sure",238,6780
"CP_Pilot_True",119,551
"CP_Pilot_False",92,7851
"CP_Not_Sure",125,1262
"design",16,0.04
"G_Pilot_True",103,365
"G_Pilot_False",13,3002
"G_Not_Sure",252,6265
"CP_Pilot_True",89,299
"CP_Pilot_False",165,8405
"CP_Not_Sure",114,928
"design",20,0.04
"G_Pilot_True",40,244
"G_Pilot_False",2,1650
"G_Not_Sure",181,7883
"CP_Pilot_True",145,1751
"CP_Pilot_False",18,5693
"CP_Not_Sure",60,2333
"design",12,0.06
"G_Pilot_True",41,248
"G_Pilot_False",2,1572
"G_Not_Sure",214,7923
"CP_Pilot_True",154,1606
"CP_Pilot_False",25,5864
"CP_Not_Sure",78,2273
"design",14,0.06
"G_Pilot_True",65,259
"G_Pilot_False",5,2037
"G_Not_Sure",284,7350
"CP_Pilot_True",175,1103
"CP_Pilot_False",57,6517
"CP_Not_Sure",122,2026
"design",16,0.06
"G_Pilot_True",62,299
"G_Pilot_False",8,1975
"G_Not_Sure",278,7378
"CP_Pilot_True",178,1130
"CP_Pilot_False",45,6559
"CP_Not_Sure",125,1963
"design",16,0.06
"G_Pilot_True",84,333
"G_Pilot_False",6,2379
"G_Not_Sure",301,6897
"CP_Pilot_True",171,797
"CP_Pilot_False",95,7244
"CP_Not_Sure",125,1568
"design",20,0.06
"G_Pilot_True",47,206
"G_Pilot_False",5,1727
"G_Not_Sure",296,7719
"CP_Pilot_True",222,1705
"CP_Pilot_False",35,5572
"CP_Not_Sure",91,2375
"design",16,0.08
"G_Pilot_True",42,218
"G_Pilot_False",9,1700
"G_Not_Sure",272,7759
"CP_Pilot_True",192,1615
"CP_Pilot_False",44,5739
"CP_Not_Sure",87,2323
"design",18,0.08
"G_Pilot_True",52,239
"G_Pilot_False",2,2033
"G_Not_Sure",295,7379
"CP_Pilot_True",193,1273
"CP_Pilot_False",44,6387
"CP_Not_Sure",112,1991
"design",20,0.08
"G_Pilot_True",46,240
"G_Pilot_False",7,2008
