"G_Pilot_True",8,106
"G_Pilot_False",5,1232
"G_Not_Sure",210,8439
"CP_Pilot_True",102,2229
"CP_Pilot_False",46,5158
"CP_Not_Sure",75,2390
"design",26,0.12
"G_Pilot_True",9,135
"G_Pilot_False",7,1442
"G_Not_Sure",273,8134
"CP_Pilot_True",124,1887
"CP_Pilot_False",70,5562
"CP_Not_Sure",95,2262
"design",30,0.12
"G_Pilot_True",18,140
"G_Pilot_False",4,1642
"G_Not_Sure",324,7872
"CP_Pilot_True",155,1601
"CP_Pilot_False",67,5941
"CP_Not_Sure",124,2112
"design",34,0.12
"G_Pilot_True",16,131
"G_Pilot_False",5,1589
"G_Not_Sure",358,7901
"CP_Pilot_True",157,1506
"CP_Pilot_False",105,6154
"CP_Not_Sure",117,1961
"design",38,0.12
"G_Pilot_True",16,162
"G_Pilot_False",10,1819
"G_Not_Sure",323,7670
"CP_Pilot_True",129,1315
"CP_Pilot_False",105,6537
"CP_Not_Sure",115,1799
"design",46,0.12
"G_Pilot_True",8,65
"G_Pilot_False",8,1430
"G_Not_Sure",332,8157
"CP_Pilot_True",159,1956
"CP_Pilot_False",74,5399
"CP_Not_Sure",115,2297
"design",38,0.16
"G_Pilot_True",12,80
"G_Pilot_False",7,1593
"G_Not_Sure",362,7946
"CP_Pilot_True",181,1691
"CP_Pilot_False",86,5805
"CP_Not_Sure",114,2123
"design",42,0.16
"G_Pilot_True",12,100
"G_Pilot_False",8,1720
"G_Not_Sure",343,7817
"CP_Pilot_True",158,1493
"CP_Pilot_False",99,6103
"CP_Not_Sure",106,2041
"design",50,0.16
"G_Pilot_True",24,140
"G_Pilot_False",8,1847
"G_Not_Sure",412,7569
"CP_Pilot_True",173,1333
"CP_Pilot_False",119,6398
"CP_Not_Sure",152,1825
"design",54,0.16
"G_Pilot_True",24,179
"G_Pilot_False",7,2024
"G_Not_Sure",391,7375
"CP_Pilot_True",145,1078
"CP_Pilot_False",130,6863
"CP_Not_Sure",147,1637
"design",66,0.16
"G_Pilot_True",2,41
"G_Pilot_False",7,1371
"G_Not_Sure",368,8211
"CP_Pilot_True",171,1963
"CP_Pilot_False",75,5304
"CP_Not_Sure",131,2356
"design",44,0.2
"G_Pilot_True",9,35
"G_Pilot_False",11,1555
"G_Not_Sure",391,7999
"CP_Pilot_True",173,1834
"CP_Pilot_False",93,5629
"CP_Not_Sure",145,2126
"design",50,0.2
"G_Pilot_True",8,71
"G_Pilot_False",6,1672
"G_Not_Sure",377,7866
"CP_Pilot_True",154,1609
"CP_Pilot_False",89,5968
"CP_Not_Sure",148,2032
"design",58,0.2
"G_Pilot_True",18,87
"G_Pilot_False",14,1808
"G_Not_Sure",371,7702
"CP_Pilot_True",174,1407
"CP_Pilot_False",107,6222
"CP_Not_Sure",122,1968
"design",64,0.2
"G_Pilot_True",24,134
"G_Pilot_False",6,1957
"G_Not_Sure",411,7468
"CP_Pilot_True",153,1133
"CP_Pilot_False",134,6718
"CP_Not_Sure",154,1708
"design",78,0.2
"G_Pilot_True",6,34
"G_Pilot_False",4,1469
"G_Not_Sure",407,8080
"CP_Pilot_True",192,1945
"CP_Pilot_False",86,5329
"CP_Not_Sure",139,2309
"design",54,0.24
"G_Pilot_True",6,48
"G_Pilot_False",2,1648
"G_Not_Sure",405,7891
"CP_Pilot_True",199,1740
"CP_Pilot_False",71,5671
"CP_Not_Sure",143,2176
"design",60,0.24
"G_Pilot_True",7,60
"G_Pilot_False",7,1719
"G_Not_Sure",404,7803
"CP_Pilot_True",185,1570
"CP_Pilot_False",94,6012
"CP_Not_Sure",139,2000
"design",70,0.24
"G_Pilot_True",12,76
"G_Pilot_False",10,1801
"G_Not_Sure",396,7705
"CP_Pilot_True",154,1462
"CP_Pilot_False",121,6278
"CP_Not_Sure",143,1842
"design",76,0.24
"G_Pilot_True",35,155
"G_Pilot_False",12,2092
"G_Not_Sure",414,7292
"CP_Pilot_True",174,1002
"CP_Pilot_False",129,6871
"CP_Not_Sure",158,1666
"design",94,0.24
"G_Pilot_True",3,18
"G_Pilot_False",5,1492
"G_Not_Sure",391,8091
"CP_Pilot_True",209,2028
"CP_Pilot_False",68,5281
"CP_Not_Sure",122,2292
"design",62,0.28
"G_Pilot_True",5,41
"G_Pilot_False",8,1597
"G_Not_Sure",403,7946
"CP_Pilot_True",191,1809
"CP_Pilot_False",86,5565
"CP_Not_Sure",139,2210
"design",70,0.28
"G_Pilot_True",11,54
"G_Pilot_False",9,1783
"G_Not_Sure",430,7713
"CP_Pilot_True",195,1502
"CP_Pilot_False",122,6024
"CP_Not_Sure",133,2024
"design",82,0.28
"G_Pilot_True",13,77
"G_Pilot_False",14,1943
"G_Not_Sure",407,7546
"CP_Pilot_True",191,1363
"CP_Pilot_False",102,6348
"CP_Not_Sure",141,1855
"design",90,0.28
"G_Pilot_True",22,155
"G_Pilot_False",9,2033
"G_Not_Sure",418,7363
"CP_Pilot_True",155,1114
"CP_Pilot_False",153,6720
"CP_Not_Sure",141,1717
"design",110,0.28
"G_Pilot_True",6,34
"G_Pilot_False",10,1720
"G_Not_Sure",411,7819
"CP_Pilot_True",194,1537
"CP_Pilot_False",96,5986
"CP_Not_Sure",137,2050
"design",92,0.32
"G_Pilot_True",9,56
"G_Pilot_False",12,1823
"G_Not_Sure",426,7674
"CP_Pilot_True",199,1406
"CP_Pilot_False",96,6218
"CP_Not_Sure",152,1929
"design",102,0.32
"G_Pilot_True",30,110
"G_Pilot_False",10,2028
"G_Not_Sure",427,7395
"CP_Pilot_True",183,1082
"CP_Pilot_False",134,6639
"CP_Not_Sure",150,1812
"design",122,0.32
"G_Pilot_True",38,175
"G_Pilot_False",8,2123
"G_Not_Sure",406,7250
"CP_Pilot_True",171,1037
"CP_Pilot_False",139,6920
"CP_Not_Sure",142,1591
"design",132,0.32
"G_Pilot_True",59,280
"G_Pilot_False",18,2476
"G_Not_Sure",346,6821
"CP_Pilot_True",133,676
"CP_Pilot_False",155,7573
"CP_Not_Sure",135,1328
"design",162,0.32
"G_Pilot_True",1,23
"G_Pilot_False",9,1564
"G_Not_Sure",413,7990
"CP_Pilot_True",175,1767
"CP_Pilot_False",97,5645
"CP_Not_Sure",151,2165
"design",92,0.36
"G_Pilot_True",9,34
"G_Pilot_False",12,1745
"G_Not_Sure",452,7748
"CP_Pilot_True",199,1563
"CP_Pilot_False",128,5916
"CP_Not_Sure",146,2048
"design",102,0.36
"G_Pilot_True",15,70
"G_Pilot_False",7,1901
"G_Not_Sure",455,7552
"CP_Pilot_True",192,1275
"CP_Pilot_False",123,6409
"CP_Not_Sure",162,1839
"design",122,0.36
"G_Pilot_True",20,87
"G_Pilot_False",9,2016
"G_Not_Sure",452,7416
"CP_Pilot_True",195,1196
"CP_Pilot_False",124,6559
"CP_Not_Sure",162,1764
"design",132,0.36
"G_Pilot_True",48,219
"G_Pilot_False",10,2216
"G_Not_Sure",426,7081
"CP_Pilot_True",161,817
"CP_Pilot_False",173,7215
"CP_Not_Sure",150,1484
"design",162,0.36
"G_Pilot_True",1,9
"G_Pilot_False",7,1573
"G_Not_Sure",438,7972
"CP_Pilot_True",202,1898
"CP_Pilot_False",85,5312
"CP_Not_Sure",159,2344
"design",92,0.4
"G_Pilot_True",5,20
"G_Pilot_False",12,1608
"G_Not_Sure",430,7925
"CP_Pilot_True",204,1771
"CP_Pilot_False",110,5648
"CP_Not_Sure",133,2134
"design",102,0.4
"G_Pilot_True",6,51
"G_Pilot_False",14,1749
"G_Not_Sure",414,7766
"CP_Pilot_True",175,1522
"CP_Pilot_False",127,6058
"CP_Not_Sure",132,1986
"design",122,0.4
"G_Pilot_True",15,55
"G_Pilot_False",12,1880
"G_Not_Sure",480,7558
"CP_Pilot_True",219,1371
"CP_Pilot_False",134,6260
"CP_Not_Sure",154,1862
"design",132,0.4
"G_Pilot_True",34,167
"G_Pilot_False",10,2078
"G_Not_Sure",427,7284
"CP_Pilot_True",166,1013
"CP_Pilot_False",145,6889
"CP_Not_Sure",160,1627
"design",162,0.4
"G_Pilot_True",1,5
"G_Pilot_False",5,1402
"G_Not_Sure",431,8156
"CP_Pilot_True",198,2119
"CP_Pilot_False",99,5082
"CP_Not_Sure",140,2362
"design",92,0.44
"G_Pilot_True",4,11
"G_Pilot_False",7,1501
"G_Not_Sure",483,7994
"CP_Pilot_True",238,1848
"CP_Pilot_False",101,5347
"CP_Not_Sure",155,2311
"design",102,0.44
"G_Pilot_True",3,26
"G_Pilot_False",8,1689
"G_Not_Sure",459,7815
"CP_Pilot_True",223,1620
"CP_Pilot_False",99,5842
"CP_Not_Sure",148,2068
"design",122,0.44
"G_Pilot_True",4,37
"G_Pilot_False",10,1789
"G_Not_Sure",442,7718
"CP_Pilot_True",177,1523
