"G_Pilot_True",79,418
"G_Pilot_False",10,3076
"G_Not_Sure",179,6238
"CP_Pilot_True",81,430
"CP_Pilot_False",20,6130
"CP_Not_Sure",167,3172
"design",12,0.02
"G_Pilot_True",81,397
"G_Pilot_False",28,4091
"G_Not_Sure",191,5212
"CP_Pilot_True",81,398
"CP_Pilot_False",94,7585
"CP_Not_Sure",125,1717
"design",16,0.02
"G_Pilot_True",86,398
"G_Pilot_False",33,4087
"G_Not_Sure",214,5182
"CP_Pilot_True",87,399
"CP_Pilot_False",109,7686
"CP_Not_Sure",137,1582
"design",18,0.02
"G_Pilot_True",119,387
"G_Pilot_False",28,4846
"G_Not_Sure",209,4411
"CP_Pilot_True",119,387
"CP_Pilot_False",150,8334
"CP_Not_Sure",87,923
"design",20,0.02
"G_Pilot_True",77,399
"G_Pilot_False",39,4803
"G_Not_Sure",213,4469
"CP_Pilot_True",77,399
"CP_Pilot_False",177,8494
"CP_Not_Sure",75,778
"design",22,0.02
"G_Pilot_True",64,346
"G_Pilot_False",8,2025
"G_Not_Sure",159,7398
"CP_Pilot_True",80,467
"CP_Pilot_False",8,3326
"CP_Not_Sure",143,5976
"design",12,0.04
"G_Pilot_True",96,381
"G_Pilot_False",9,2587
"G_Not_Sure",235,6692
"CP_Pilot_True",105,433
"CP_Pilot_False",12,4245
"CP_Not_Sure",223,4982
"design",16,0.04
"G_Pilot_True",83,372
"G_Pilot_False",9,2550
"G_Not_Sure",229,6757
"CP_Pilot_True",90,422
"CP_Pilot_False",12,4465
"CP_Not_Sure",219,4792
"design",18,0.04
"G_Pilot_True",126,371
"G_Pilot_False",12,3130
"G_Not_Sure",244,6117
"CP_Pilot_True",131,386
"CP_Pilot_False",24,5242
"CP_Not_Sure",227,3990
"design",20,0.04
"G_Pilot_True",97,409
"G_Pilot_False",19,3034
"G_Not_Sure",249,6192
"CP_Pilot_True",100,420
"CP_Pilot_False",32,5388
"CP_Not_Sure",233,3827
"design",22,0.04
"G_Pilot_True",33,264
"G_Pilot_False",3,1584
"G_Not_Sure",207,7909
"CP_Pilot_True",61,419
"CP_Pilot_False",3,2270
"CP_Not_Sure",179,7068
"design",12,0.06
"G_Pilot_True",45,269
"G_Pilot_False",3,1979
"G_Not_Sure",287,7417
"CP_Pilot_True",71,446
"CP_Pilot_False",4,2937
"CP_Not_Sure",260,6282
"design",16,0.06
"G_Pilot_True",53,283
"G_Pilot_False",5,2061
"G_Not_Sure",257,7341
"CP_Pilot_True",81,442
"CP_Pilot_False",5,3154
"CP_Not_Sure",229,6089
"design",18,0.06
"G_Pilot_True",85,342
"G_Pilot_False",6,2381
"G_Not_Sure",275,6911
"CP_Pilot_True",111,459
"CP_Pilot_False",10,3485
"CP_Not_Sure",245,5690
"design",20,0.06
"G_Pilot_True",73,356
"G_Pilot_False",7,2379
"G_Not_Sure",239,6946
"CP_Pilot_True",90,458
"CP_Pilot_False",10,3712
"CP_Not_Sure",219,5511
"design",22,0.06
"G_Pilot_True",33,220
"G_Pilot_False",3,1688
"G_Not_Sure",276,7780
"CP_Pilot_True",70,456
"CP_Pilot_False",3,2306
"CP_Not_Sure",239,6926
"design",16,0.08
"G_Pilot_True",53,242
"G_Pilot_False",7,1997
"G_Not_Sure",316,7385
"CP_Pilot_True",99,457
"CP_Pilot_False",7,2713
"CP_Not_Sure",270,6454
"design",20,0.08
"G_Pilot_True",78,298
"G_Pilot_False",5,2345
"G_Not_Sure",327,6947
"CP_Pilot_True",114,474
"CP_Pilot_False",5,3235
"CP_Not_Sure",291,5881
"design",24,0.08
"G_Pilot_True",71,268
"G_Pilot_False",7,2236
"G_Not_Sure",318,7100
"CP_Pilot_True",103,399
"CP_Pilot_False",9,3285
"CP_Not_Sure",284,5920
"design",26,0.08
"G_Pilot_True",75,327
"G_Pilot_False",7,2584
"G_Not_Sure",307,6700
"CP_Pilot_True",99,431
"CP_Pilot_False",11,3796
"CP_Not_Sure",279,5384
"design",30,0.08
"G_Pilot_True",39,194
"G_Pilot_False",3,1828
"G_Not_Sure",323,7613
"CP_Pilot_True",74,481
"CP_Pilot_False",4,2280
"CP_Not_Sure",287,6874
"design",20,0.1
"G_Pilot_True",46,245
"G_Pilot_False",3,1957
"G_Not_Sure",313,7436
"CP_Pilot_True",76,472
"CP_Pilot_False",3,2639
"CP_Not_Sure",283,6527
"design",26,0.1
"G_Pilot_True",71,296
"G_Pilot_False",9,2218
"G_Not_Sure",322,7084
"CP_Pilot_True",107,462
"CP_Pilot_False",11,3041
"CP_Not_Sure",284,6095
"design",30,0.1
"G_Pilot_True",73,352
"G_Pilot_False",8,2435
"G_Not_Sure",348,6784
"CP_Pilot_True",109,480
"CP_Pilot_False",12,3403
"CP_Not_Sure",308,5688
"design",34,0.1
"G_Pilot_True",101,350
"G_Pilot_False",14,2604
"G_Not_Sure",339,6592
"CP_Pilot_True",123,431
"CP_Pilot_False",18,3788
"CP_Not_Sure",313,5327
"design",38,0.1
"G_Pilot_True",16,131
"G_Pilot_False",8,1624
"G_Not_Sure",351,7870
"CP_Pilot_True",56,379
"CP_Pilot_False",8,2015
"CP_Not_Sure",311,7231
"design",22,0.12
"G_Pilot_True",41,185
"G_Pilot_False",4,1958
"G_Not_Sure",352,7460
"CP_Pilot_True",96,472
"CP_Pilot_False",4,2537
"CP_Not_Sure",297,6594
"design",30,0.12
"G_Pilot_True",70,247
"G_Pilot_False",8,2234
"G_Not_Sure",329,7112
"CP_Pilot_True",119,455
"CP_Pilot_False",9,2986
"CP_Not_Sure",279,6152
"design",34,0.12
"G_Pilot_True",102,300
"G_Pilot_False",10,2569
"G_Not_Sure",362,6657
"CP_Pilot_True",136,415
"CP_Pilot_False",15,3424
"CP_Not_Sure",323,5687
"design",40,0.12
"G_Pilot_True",86,329
"G_Pilot_False",8,2715
"G_Not_Sure",334,6528
